date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:15:04	447050/447050	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont3e6e.svg	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/font-awesome.min.css?ver=1.0)
03:15:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont3e6e.eot	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/font-awesome.min.css?ver=1.0)
03:15:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont.eot?	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfontd41d.eot	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/font-awesome.min.css?ver=1.0)
03:15:14	36531/36531	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/img/footer.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/img/footer.jpg	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/style.css?ver=1.1.0)
03:15:19	46077/46077	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/img/404-bg.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/img/404-bg.png	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/style.css?ver=1.1.0)
03:15:21	33111/33111	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2029%20May%202020%2000:15:20%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/css/owl.video.play.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/css/owl.video.play.4a.delayed	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/owl.carousel.css?ver=1.0)
03:15:22	75580/75580	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/img/team-bg.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/img/team-bg.jpg	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/style.css?ver=1.1.0)
03:15:24	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/font-awesome.min.css?ver=1.0)
03:15:24	538/538	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/css/chosen-sprite.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/css/chosen-sprite.png	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/chosen.min.css?ver=1.0.0)
03:15:25	738/738	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/css/chosen-sprite@2x.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/css/chosen-sprite@2x.png	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/chosen.min.css?ver=1.0.0)
03:15:27	2169/2169	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:15:27%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fteam%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embedb65e.json	(from http://etiget.org/team/)
03:15:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:15:27%20GMT	http://etiget.org/?p=73993	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/indexb648.html	(from http://etiget.org/team/)
03:15:28	2266/2266	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:15:28%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fteam%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed2ef4	(from http://etiget.org/team/)
03:15:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:15:31%20GMT	http://etiget.org/?p=73997	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/indexade6.html	(from http://etiget.org/hakkimizda/)
03:15:31	2229/2229	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:15:30%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fhakkimizda%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed82ee.json	(from http://etiget.org/hakkimizda/)
03:15:33	2332/2332	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:15:32%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fhakkimizda%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embeddf80	(from http://etiget.org/hakkimizda/)
03:15:35	2179/2179	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:15:34%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fgaleri%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embedcc3b.json	(from http://etiget.org/galeri/)
03:15:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:15:37%20GMT	http://etiget.org/?p=74000	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/indexb251.html	(from http://etiget.org/galeri/)
03:15:38	77286/77286	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jan%202020%2021:30:50%20GMT	http://etiget.org/wp-content/uploads/2020/01/pagebg.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2020/01/pagebg.jpg	(from http://etiget.org/team/)
03:15:38	2276/2276	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:15:38%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fgaleri%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embedc910	(from http://etiget.org/galeri/)
03:15:44	79401/79401	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/images/about-bg-bot.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/images/about-bg-bot.jpg	(from http://etiget.org/hakkimizda/)
03:16:07	174323/174323	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2013:20:28%20GMT	http://etiget.org/wp-content/uploads/2019/12/PUBG-Update-2-1920x1080-1.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2019/12/PUBG-Update-2-1920x1080-1.jpg	(from http://etiget.org/galeri/)
03:16:09	2416/2416	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:16:08%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2F2020%2F02%2F05%2Fetiget-berlin-yolcusu%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed8447.json	(from http://etiget.org/2020/02/05/etiget-berlin-yolcusu/)
03:16:10	787/787	---MC-	200	added ('OK')	application/rss+xml	etag:%22f8aed3ceba931df1ff9ff885cc48b9a7%22	http://etiget.org/2020/02/05/etiget-berlin-yolcusu/feed/	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/2020/02/05/etiget-berlin-yolcusu/feed/index.html	(from http://etiget.org/2020/02/05/etiget-berlin-yolcusu/)
03:16:12	2545/2545	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:16:11%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2F2020%2F02%2F05%2Fetiget-berlin-yolcusu%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed7e09	(from http://etiget.org/2020/02/05/etiget-berlin-yolcusu/)
03:16:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:16:13%20GMT	http://etiget.org/?p=74572	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/index1329.html	(from http://etiget.org/2020/02/05/etiget-berlin-yolcusu/)
03:16:15	3820/3820	---MC-	200	added ('OK')	application/rss+xml	etag:%22b05a9b86fd2423dc858b9b381ee5e44d%22	http://etiget.org/category/haberler/feed/	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/category/haberler/feed/index.html	(from http://etiget.org/category/haberler/)
03:16:20	262850/262850	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Dec%202019%2010:53:19%20GMT	http://etiget.org/wp-content/uploads/2019/12/p27693.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2019/12/p27693.png	(from http://etiget.org/galeri/)
03:16:22	2299/2299	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:16:21%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fgll-sezon-4-mea-elemeleri-1%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed7d8c.json	(from http://etiget.org/gll-sezon-4-mea-elemeleri-1/)
03:16:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:16:23%20GMT	http://etiget.org/?p=74584	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/indexd0d1.html	(from http://etiget.org/gll-sezon-4-mea-elemeleri-1/)
03:16:23	524251/524251	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202019%2007:45:25%20GMT	http://etiget.org/wp-content/themes/pixiebolt/assets/img/about-bg.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/themes/pixiebolt/assets/img/about-bg.jpg	(from http://etiget.org/wp-content/themes/pixiebolt/assets/css/style.css?ver=1.1.0)
03:16:23	2396/2396	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:16:23%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fgll-sezon-4-mea-elemeleri-1%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed1de3	(from http://etiget.org/gll-sezon-4-mea-elemeleri-1/)
03:16:27	2379/2379	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:16:26%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpgs-berlin-mea-kapali-elemeleri-final-grubu%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed9ee3.json	(from http://etiget.org/pgs-berlin-mea-kapali-elemeleri-final-grubu/)
03:16:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:16:28%20GMT	http://etiget.org/?p=74537	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/indexeabb.html	(from http://etiget.org/pgs-berlin-mea-kapali-elemeleri-final-grubu/)
03:16:29	2479/2479	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:16:28%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpgs-berlin-mea-kapali-elemeleri-final-grubu%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embeda9af	(from http://etiget.org/pgs-berlin-mea-kapali-elemeleri-final-grubu/)
03:16:50	430455/430455	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Dec%202019%2012:26:31%20GMT	http://etiget.org/wp-content/uploads/2019/12/Ekran-Resmi-2020-12-31-15.26.19.png	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2019/12/Ekran-Resmi-2020-12-31-15.26.19.png	(from http://etiget.org/galeri/)
03:16:55	263375/263375	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202020%2007:39:17%20GMT	http://etiget.org/wp-content/uploads/2020/02/EPotHaYWoAEVso6.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2020/02/EPotHaYWoAEVso6.jpg	(from http://etiget.org/gll-sezon-4-mea-elemeleri-1/)
03:16:58	2391/2391	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:16:56%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpgs-berlin-open-qualifier-mea-group-stage-b%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embedcc9a.json	(from http://etiget.org/pgs-berlin-open-qualifier-mea-group-stage-b/)
03:16:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:16:59%20GMT	http://etiget.org/?p=74507	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/index7751.html	(from http://etiget.org/pgs-berlin-open-qualifier-mea-group-stage-b/)
03:17:00	2491/2491	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:17:00%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpgs-berlin-open-qualifier-mea-group-stage-b%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed9d13	(from http://etiget.org/pgs-berlin-open-qualifier-mea-group-stage-b/)
03:17:10	296024/296024	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jan%202020%2021:01:18%20GMT	http://etiget.org/wp-content/uploads/2020/01/EPJ6jS4WAAESi-d.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2020/01/EPJ6jS4WAAESi-d.jpg	(from http://etiget.org/pgs-berlin-mea-kapali-elemeleri-final-grubu/)
03:17:24	347321/347321	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jan%202020%2019:21:55%20GMT	http://etiget.org/wp-content/uploads/2020/01/EPPDg0tX4AAh2yL.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2020/01/EPPDg0tX4AAh2yL.jpg	(from http://etiget.org/pgs-berlin-mea-kapali-elemeleri-final-grubu/)
03:17:26	2397/2397	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:17:25%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpubg-pgs-berlin-mea-acik-elemeleri-3-tur%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embedfe6b.json	(from http://etiget.org/pubg-pgs-berlin-mea-acik-elemeleri-3-tur/)
03:17:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:17:27%20GMT	http://etiget.org/?p=74464	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/index750a.html	(from http://etiget.org/pubg-pgs-berlin-mea-acik-elemeleri-3-tur/)
03:17:28	2500/2500	---MC-	200	added ('OK')	text/xml	date:Fri,%2029%20May%202020%2000:17:27%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fpubg-pgs-berlin-mea-acik-elemeleri-3-tur%2F&format=xml	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed3f5b	(from http://etiget.org/pubg-pgs-berlin-mea-acik-elemeleri-3-tur/)
03:17:28	117034/117034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jan%202020%2018:38:01%20GMT	http://etiget.org/wp-content/uploads/2020/01/PGS-BERL%c4%b0N-MEA-A%c3%87IK-ELEMELER%c4%b0-3.-TUR-1024x576.jpg	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-content/uploads/2020/01/PGS-BERL%c4%b0N-MEA-A%c3%87IK-ELEMELER%c4%b0-3.-TUR-1024x576.jpg	(from http://etiget.org/pubg-pgs-berlin-mea-acik-elemeleri-3-tur/)
03:17:30	2307/2307	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20May%202020%2000:17:30%20GMT	http://etiget.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fetiget.org%2Fgll-sezon-4-mea-elemeleri-2-tur%2F	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/wp-json/oembed/1.0/embed8f4d.json	(from http://etiget.org/gll-sezon-4-mea-elemeleri-2-tur/)
03:17:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20May%202020%2000:17:31%20GMT	http://etiget.org/?p=74607	C:/Users/Erhan%20K%c3%b6se/Desktop/MKA%20Esports/MKA%20Esports/etiget.org/index9b9a.html	(from http://etiget.org/gll-sezon-4-mea-elemeleri-2-tur/)
